Timestamp,What country do you work in?,Where is the closest major city or hub?,Where are you located?,Biotech sub industry?,Company or Institution Name,Company Details - public/private/start-up/ subsidiary of,Company Detail - Approximate Company Size,Role / Title of current position,What degrees do you have?,List other relevant and recognized certifications,[Optional] Briefly describe your position,Years of Experience,Compensation - Annual Base Salary/Pay,Compensation - Overtime Pay,Compensation - Annual Target Bonus ($),Compensation - Annual Equity/Stock Option,Compensation - Most recent annual yearly raise (%),Compensation - Sign on Bonus Value,Compensation - Sign on Stock/Equity Options,Compensation - Retirement Benefits (free text),Compensation - Retirement Percent Match (free text),Compensation - Healthcare Benefits (free text),[OPTIONAL] Sign on - Relocation Assistance Total Value,[Optional] Company Review,"[Optional] Work Life Balance - On average, how many hours do you work per week",Survey Feedback
2024-02-16T08:38:01Z,NA,NA,"New England (MA, CT, RI, NH, VT, ME)",Regulatory Affairs,Prefer not to say,Public,200-1000,,Bachelors or Equivalent,None,NA,4,123400,,,,,NA,,,NA,,,,41 - 45,NA
2024-02-16T16:07:02Z,NA,NA,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Johnson&Johnson,Public,5000+,,Bachelors or Equivalent,None,NA,6,126500,,,,,10000,,,NA,,,,41 - 45,NA
2024-02-16T21:17:45Z,NA,NA,"Pharma Central (NY, NJ, PA)",Industrial Biotech,Prefer not to say,Start-up,1-50,,PhD or Equivalent,None,Data analysis.,0,120000,,,,,NA,,,NA,,,,36 - 40,NA
2024-02-17T07:39:02Z,NA,NA,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Start-up,200-1000,,PhD or Equivalent,None,NA,1,142312,,,,,0,,,NA,,,,36 - 40,NA
2024-02-17T12:59:23Z,NA,NA,United Kingdom and Ireland,Industrial Biotech,Prefer not to say,Start-up,1-50,,PhD or Equivalent,None,NA,4,72000,,,,,NA,,,NA,,,,36 - 40,Great survey. Perhaps allow currency in the salary box too?
2024-02-17T13:32:18Z,NA,NA,Switzerland,Big Pharmaceuticals,Prefer not to say,Public,5000+,,Masters or Equivalent,None,NA,8,208000,,,,,0,,,NA,,,,NA,should specify if these salaries are in USD to capture international estimates
2024-02-17T15:09:28Z,NA,NA,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Start-up,1-50,,PhD or Equivalent,None,NA,2,155000,,,,,NA,,,NA,,,,46 - 50,NA
2024-02-17T17:16:44Z,NA,NA,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Eli Lilly,Public,5000+,,PhD or Equivalent,None,NA,1,148000,,,,,15000,,,NA,,,,46 - 50,"Should make some of these input options selection based inputs, for example bonus"
2024-02-18T10:01:11Z,NA,NA,"New England (MA, CT, RI, NH, VT, ME)",Biotech Equipment,Cytiva,Public,5000+,,Masters or Equivalent,None,NA,4,100000,,,,,NA,,,NA,,,,36 - 40,NA
2024-02-18T21:31:52Z,NA,NA,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Public,5000+,,PharmD or Equivalent,None,Regional sales director in oncology managing 9 sales reps,9,250000,,,,,30000,,,NA,,,,41 - 45,NA
2024-02-19T01:36:12Z,NA,NA,"South & Mountain West (TX to AZ, North to MT)",Industrial Biotech,Prefer not to say,Subsidiary,1000-5000,,PhD or Equivalent,None,NA,1,140000,,,,,0,,,NA,,,,36 - 40,NA
2024-02-19T10:39:02Z,NA,NA,Germany,Big Pharmaceuticals,Prefer not to say,Public,5000+,,Masters or Equivalent,None,Senior Director for Supply Chain Planning,9,120000,,,,,NA,,,NA,,,,41 - 45,NA
2024-02-20T09:31:54Z,NA,NA,Germany,Biotech Equipment,Lgc biosearch technologies,Private,200-1000,,Masters or Equivalent,None,NA,8,49000,,,,,NA,,,NA,,,,36 - 40,NA
2024-02-20T20:34:50Z,NA,NA,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Public,5000+,,"Bachelors or Equivalent, Masters or Equivalent",None,Develop assays,2,105000,,,,,5000,,,NA,,,,36 - 40,NA
2024-02-20T20:59:02Z,NA,NA,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Thermo Fisher Scientific,Public,5000+,,Bachelors or Equivalent,None,NA,6,92000,,,,,NA,,,NA,,,,30 - 35,NA
2024-02-20T23:46:29Z,NA,NA,West Coast (California & Pacific Northwest),Medical/Health Devices,Bio-Rad,Public,5000+,,PhD or Equivalent,None,NA,3,111000,,,,,0,,,NA,,,,36 - 40,I like the questions
2024-02-21T11:15:46Z,NA,NA,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Moderna,Public,1000-5000,,Bachelors or Equivalent,N/A,Research Associate,3,80000,,,,,NA,,,NA,,,,46 - 50,NA
2024-02-22T06:47:29Z,NA,NA,"New England (MA, CT, RI, NH, VT, ME)",Mid size biotech,Prefer not to say,Public,1000-5000,,Masters or Equivalent,None,NA,15,275000,,,,,10000,,,NA,,,,41 - 45,NA
2024-02-22T13:08:28Z,NA,NA,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Start-up,1-50,,PhD or Equivalent,None,NA,1,115000,,,,,10000,,,NA,,,,Less than 30,NA
2024-02-22T14:27:56Z,NA,NA,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Prefer not to say,Public,5000+,,PhD or Equivalent,None,Bioinformatics,5,155000,,,,,30000,,,NA,,,,NA,NA
2024-02-22T15:59:52Z,NA,NA,"DC Metro Area (DC, VA, MD, DE)",Big Pharmaceuticals,Prefer not to say,Public,5000+,,"Bachelors or Equivalent, Masters or Equivalent",None,NA,15,232000,,,,,NA,,,NA,,,,Less than 30,NA
2024-02-22T17:21:01Z,NA,NA,"South & Mountain West (TX to AZ, North to MT)",Big Pharmaceuticals,Prefer not to say,Public,50-200,,Bachelors or Equivalent,None,Manage and validate clinical trial systems (EDC/SAS) plus reporting/Data Analytics (Spotfire),17,125000,,,,,0,,,NA,,,,41 - 45,NA
2024-02-22T17:28:19Z,NA,NA,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Start-up,1-50,,PhD or Equivalent,None,Medchem lead for a project - manage ~10 CRO FTEs,8,168000,,,,,NA,,,NA,,,,46 - 50,NA
2024-02-23T03:02:28Z,NA,NA,"Midwest (From OH to KS, North to ND)",Big Pharmaceuticals,Prefer not to say,Public,5000+,,MD or Equivalent,None,NA,25,400000,,,,,NA,,,NA,,,,Less than 30,NA
2024-02-23T03:05:52Z,NA,NA,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Public,5000+,,"High School or Equivalent, Bachelors or Equivalent, PhD or Equivalent, MD or Equivalent",None,NA,23,395000,,,,,NA,,,NA,,,,NA,NA
2024-02-24T14:34:39Z,NA,NA,United Kingdom and Ireland,Medical/Health Devices,Prefer not to say,Private,50-200,,Bachelors or Equivalent,None,NA,0,24000,,,,,0,,,NA,,,,36 - 40,NA
2024-02-24T17:42:20Z,NA,NA,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Public,5000+,,Masters or Equivalent,None,NA,12,160000,,,,,NA,,,NA,,,,NA,NA
2024-02-24T18:14:04Z,NA,NA,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Public,5000+,,Masters or Equivalent,None,Medicinal Chemist,3,92000,,,,,5000,,,NA,,,,41 - 45,NA
2024-02-24T20:52:49Z,NA,NA,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Prefer not to say,Public,5000+,,Masters or Equivalent,None,NA,8,125000,,,,,NA,,,NA,,,,41 - 45,NA
2024-02-24T21:13:00Z,NA,NA,"Midwest (From OH to KS, North to ND)",Big Pharmaceuticals,Prefer not to say,Public,5000+,,PhD or Equivalent,None,"Manage process and product characterization, 4 direct reports",15,175000,,,,,NA,,,NA,,,,41 - 45,NA
2024-02-24T21:22:16Z,NA,NA,West Coast (California & Pacific Northwest),Biotech Equipment,Prefer not to say,Private,1000-5000,,"High School or Equivalent, Bachelors or Equivalent, PhD or Equivalent, JD or Equivalent",None,NA,12,278000,,,,,50000,,,NA,,,,36 - 40,NA
2024-02-24T22:04:53Z,NA,NA,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Public,5000+,,PhD or Equivalent,None,NA,3,133350,,,,,0,,,NA,,,,36 - 40,NA
2024-02-24T22:43:25Z,NA,NA,"South & Mountain West (TX to AZ, North to MT)",Industrial Biotech,Prefer not to say,Public,200-1000,,PhD or Equivalent,None,NA,11,202000,,,,,10000,,,NA,,,,46 - 50,Ok
2024-02-24T23:24:22Z,NA,NA,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Public,200-1000,,PhD or Equivalent,None,Lead clinical development program in rare disease,16,286000,,,,,NA,,,NA,,,,36 - 40,NA
2024-02-24T23:41:26Z,NA,NA,"DC Metro Area (DC, VA, MD, DE)",Regulatory Affairs,Prefer not to say,Public,5000+,,PhD or Equivalent,RAPS,US reg strategy for drugs in development and markets products,10,200000,,,,,NA,,,NA,,,,46 - 50,NA
2024-02-25T00:06:44Z,NA,NA,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Prefer not to say,Public,5000+,,Masters or Equivalent,None,Lead R&D finance supporting multiple SVP-level leaders. Lead small FP&A team,20,270000,,,,,40000,,,NA,,,,51 - 60,NA
2024-02-25T00:54:11Z,NA,NA,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Sanofi,Private,5000+,,PhD or Equivalent,None,NA,5,113500,,,,,10000,,,NA,,,,36 - 40,NA
2024-02-25T08:08:53Z,NA,NA,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,J&J,Public,5000+,,"High School or Equivalent, PharmD or Equivalent",None,Commercial-Marketing-Patient Solutions,13,250000,,,,,40000,,,NA,,,,41 - 45,NA
2024-02-25T08:22:48Z,NA,NA,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Public,5000+,,PhD or Equivalent,None,NA,6,156560,,,,,NA,,,NA,,,,41 - 45,NA
2024-02-25T09:06:19Z,NA,NA,"New England (MA, CT, RI, NH, VT, ME)",Academia/Research/Institution,Prefer not to say,Start-up,1-50,,Bachelors or Equivalent,None,NA,8,105000,,,,,3000,,,NA,,,,NA,NA
2024-02-25T12:02:09Z,NA,NA,West Coast (California & Pacific Northwest),Medical/Health Devices,Prefer not to say,Public,1000-5000,,Bachelors or Equivalent,None,NA,3,118000,,,,,0,,,NA,,,,30 - 35,NA
2024-02-25T14:16:53Z,NA,NA,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Start-up,50-200,,PhD or Equivalent,None,NA,9,173000,,,,,0,,,NA,,,,36 - 40,NA
2024-02-25T14:40:13Z,NA,NA,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Takeda,Public,5000+,,Bachelors or Equivalent,None,NA,15,150000,,,,,0,,,NA,,,,41 - 45,NA
2024-02-25T15:05:12Z,NA,NA,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Public,50-200,,PhD or Equivalent,None,NA,10,177000,,,,,NA,,,NA,,,,41 - 45,NA
2024-02-25T15:48:12Z,NA,NA,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Public,1000-5000,,PhD or Equivalent,CMPP,"Associate Director of Medical and Scientific Publications (clinical trial readouts, registry studies, etc.)",5,195000,,,,,15000,,,NA,,,,41 - 45,NA
2024-02-25T16:15:18Z,NA,NA,"New England (MA, CT, RI, NH, VT, ME)",Academia/Research/Institution,Prefer not to say,Private,1-50,,PhD or Equivalent,None,NA,8,115000,,,,,5000,,,NA,,,,46 - 50,NA
2024-02-25T17:40:26Z,NA,NA,"Midwest (From OH to KS, North to ND)",Contract Research Organization,Prefer not to say,Private,50-200,,Masters or Equivalent,None,NA,0,56000,,,,,NA,,,NA,,,,41 - 45,NA
2024-02-25T19:32:20Z,NA,NA,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Public,200-1000,,PhD or Equivalent,None,NA,7,120000,,,,,5000,,,NA,,,,46 - 50,NA
2024-02-25T19:52:36Z,NA,NA,"DC Metro Area (DC, VA, MD, DE)",Big Pharmaceuticals,Prefer not to say,Public,1000-5000,,Masters or Equivalent,PMP,Process Development Chemist,12,110000,,,,,0,,,NA,,,,41 - 45,NA
2024-02-25T20:35:12Z,NA,NA,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Private,200-1000,,Bachelors or Equivalent,None,NA,24,170000,,,,,NA,,,NA,,,,36 - 40,NA
2024-02-25T22:25:34Z,NA,NA,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Public,200-1000,,Masters or Equivalent,None,NA,2,93000,,,,,NA,,,NA,,,,41 - 45,NA
2024-02-26T10:17:26Z,NA,NA,"New England (MA, CT, RI, NH, VT, ME)",Biotech,Prefer not to say,Public,50-200,,Masters or Equivalent,None,NA,12,180000,,,,,NA,,,NA,,,,30 - 35,NA
2024-02-26T14:35:22Z,NA,NA,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Public,5000+,,PhD or Equivalent,None,NA,0,125000,,,,,NA,,,NA,,,,36 - 40,NA
2024-02-26T20:13:34Z,NA,NA,"Pharma Central (NY, NJ, PA)",Industrial Biotech,Prefer not to say,Public,50-200,,PharmD or Equivalent,None,Vp clinical dev operations,25,308000,,,,,0,,,NA,,,,41 - 45,Na
2024-02-27T11:04:29Z,NA,NA,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,GSK,Public,5000+,,PhD or Equivalent,None,NA,8,178000,,,,,50000,,,NA,,,,36 - 40,NA
2024-02-27T11:13:08Z,NA,NA,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Public,50-200,,PhD or Equivalent,None,Research- biology,4,150000,,,,,5000,,,NA,,,,30 - 35,NA
2024-02-27T12:36:37Z,NA,NA,"DC Metro Area (DC, VA, MD, DE)",Government,Prefer not to say,Government,5000+,,Masters or Equivalent,PMP,NA,7,120000,,,,,0,,,NA,,,,36 - 40,NA
2024-02-27T13:12:14Z,NA,NA,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Public,5000+,,Bachelors or Equivalent,None,Downstream,11,140000,,,,,20000,,,NA,,,,36 - 40,NA
2024-02-27T17:04:35Z,NA,NA,United Kingdom and Ireland,Big Pharmaceuticals,Pfizer,Public,5000+,,Associate’s Degree or Equivalent,None,Downstream manufacturing of pharmaceutical drugs,1,41800,,,,,0,,,NA,,,,41 - 45,Positive
2024-02-28T21:59:00Z,NA,NA,"Pharma Central (NY, NJ, PA)",Contract Manufacturing Organization,Prefer not to say,Public,50-200,,Masters or Equivalent,None,NA,5,110000,,,,,NA,,,NA,,,,NA,NA
2024-02-29T00:14:23Z,NA,NA,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Public,5000+,,PhD or Equivalent,None,Principal Scientist - Analytical chemistry,13,195000,,,,,10000,,,NA,,,,30 - 35,NA
2024-02-29T10:15:32Z,NA,NA,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Prefer not to say,Public,5000+,,Bachelors or Equivalent,None,Run a small lab team for MSAT process characterization of downstream commercial dp,6,91000,,,,,NA,,,NA,,,,36 - 40,NA
2024-02-29T10:25:58Z,NA,NA,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,BMS,Public,5000+,,High School or Equivalent,None,CAR-T manufacturing team lead for Day 0 processes.,2,92000,,,,,NA,,,NA,,,,41 - 45,NA
2024-02-29T12:52:53Z,NA,NA,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Private,1-50,,PhD or Equivalent,None,R&D,7,178000,,,,,0,,,NA,,,,41 - 45,NA
2024-02-29T13:42:00Z,NA,NA,"New England (MA, CT, RI, NH, VT, ME)",Start up,Prefer not to say,Public,50-200,,"High School or Equivalent, Bachelors or Equivalent, Masters or Equivalent",None,NA,5,81000,,,,,0,,,NA,,,,41 - 45,NA
2024-02-29T14:00:28Z,NA,NA,United Kingdom and Ireland,Biotech Equipment,Prefer not to say,Start-up,50-200,,"Masters or Equivalent, PharmD or Equivalent",None,NA,8,41000,,,,,NA,,,NA,,,,36 - 40,NA
2024-02-29T19:14:01Z,NA,NA,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Public,5000+,,PhD or Equivalent,None,Computational Chemist,2,153000,,,,,NA,,,NA,,,,36 - 40,NA
2024-02-29T19:56:36Z,NA,NA,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Gilead,Public,5000+,,Bachelors or Equivalent,None,CQV for new utilities and/or process equipment,1,85000,,,,,0,,,NA,,,,46 - 50,NA
2024-02-29T23:44:41Z,NA,NA,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,BMS,Public,5000+,,Bachelors or Equivalent,None,NA,5,92000,,,,,10000,,,NA,,,,36 - 40,NA
2024-03-01T01:18:20Z,NA,NA,West Coast (California & Pacific Northwest),Start up pharma,Prefer not to say,Start-up,1-50,,PhD or Equivalent,None,Scientist II - Lab scientist. Cell biology and biochemistry.,4,139500,,,,,NA,,,NA,,,,41 - 45,NA
2024-03-01T01:31:08Z,NA,NA,West Coast (California & Pacific Northwest),Medical/Health Devices,Abbott,Private,5000+,,Bachelors or Equivalent,None,NA,10,80000,,,,,NA,,,NA,,,,36 - 40,NA
2024-03-01T01:52:48Z,NA,NA,West Coast (California & Pacific Northwest),Big Pharmaceuticals,AbbVie,Public,5000+,,PhD or Equivalent,None,NA,3,140000,,,,,NA,,,NA,,,,46 - 50,NA
2024-03-01T02:03:44Z,NA,NA,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Private,5000+,,Bachelors or Equivalent,None,NA,18,106000,,,,,0,,,NA,,,,41 - 45,NA
2024-03-01T09:25:58Z,NA,NA,Benelux,Academia/Research/Institution,Prefer not to say,Private,1000-5000,,Masters or Equivalent,None,NA,7,32000,,,,,NA,,,NA,,,,36 - 40,NA
2024-03-01T12:40:58Z,NA,NA,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Private,50-200,,PhD or Equivalent,None,NA,12,200000,,,,,NA,,,NA,,,,41 - 45,NA
2024-03-01T12:43:05Z,NA,NA,"Carolinas & Southeast (From NC to AR, South FL and LA)",Big Pharmaceuticals,Prefer not to say,Public,5000+,,Bachelors or Equivalent,None,NA,3,76000,,,,,NA,,,NA,,,,41 - 45,NA
2024-03-01T13:36:19Z,NA,NA,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Prefer not to say,Start-up,50-200,,JD or Equivalent,None,NA,7,285000,,,,,NA,,,NA,,,,41 - 45,NA
2024-03-01T14:37:17Z,NA,NA,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Public,200-1000,,Bachelors or Equivalent,None,Remote Individual Contributor. QA rep on two clinical drug programs overseeing manufacturing for clinical use.,14,180000,,,,,25000,,,NA,,,,51 - 60,NA
2024-03-02T15:16:11Z,NA,NA,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Start-up,1-50,,PhD or Equivalent,None,NA,12,240000,,,,,NA,,,NA,,,,NA,NA
2024-03-02T19:16:06Z,NA,NA,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Prefer not to say,Public,5000+,,"Masters or Equivalent, PharmD or Equivalent",None,NA,4,172500,,,,,NA,,,NA,,,,41 - 45,NA
