Timestamp,What country do you work in?,Where is the closest major city or hub?,Biotech sub industry?,Company or Institution Name,Company Details - public/private/start-up/ subsidiary of,Company Detail - Approximate Company Size,Role / Title of current position,Highest achieved Formal Education,List other relevant and recognized certifications,[Optional] Briefly describe your position,Years of Experience,Compensation - Annual Base Salary/Pay,Compensation - Overtime Pay,Compensation - Annual Target Bonus ($),Compensation - Annual Equity,Compensation - Sign on Bonus Value,Compensation - Stock Options,Compensation - Retirement Benefits (free text),Compensation - Healthcare Benefits (free text),Compensation - Most recent annual yearly raise (%),[OPTIONAL] Sign on - Relocation Assistance Total Value,[Optional] Company Review
2023-03-29T07:13:09Z,US,"Remote, office based in Bay Area",Pharmaceutical (including “big pharma”),Amgen,Public,5000+,Scientist,Masters or Equivalent,None,NA,,142000,,,,10000,,,,,NA,NA
2023-03-29T11:45:39Z,US,NYC,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Supply Chain Manager,Masters or Equivalent,None,NA,,165000,,,,NA,,,,,NA,Pay is below industry. But WLB is great
2023-03-29T11:48:57Z,US,New York,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,HVAC Technician III,High School or Equivalent,None,NA,,75500,,,,NA,,,,,NA,NA
2023-03-29T16:21:52Z,US,Bay area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Research associate I,Bachelors or Equivalent,None,Discovery,,90000,,,,5000,,,,,NA,NA
2023-03-29T19:35:26Z,US,"Los Angeles, CA",Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Regulatory Affairs Manager,Bachelors or Equivalent,None,CMC regulatory affairs,,110000,,,,0,,,,,NA,NA
2023-03-29T19:58:42Z,US,Philadelphia,Pharmaceutical (including “big pharma”),J&J,Public,5000+,Sr. Scientist,PhD or Equivalent,None,Biomarker lead,,156000,,,,15000,,,,,25000,NA
2023-03-29T22:10:41Z,US,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Principal Scientist,Masters or Equivalent,None,NA,,150000,,,,50000,,,,,NA,NA
2023-03-30T20:44:49Z,US,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Director,PhD or Equivalent,None,NA,,210000,,,,NA,,,,,150000,NA
2023-03-31T22:11:01Z,US,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Scientist,PhD or Equivalent,None,"R&D, fresh PhD",,170000,,,,55000,,,,,100000,NA
2023-04-12T17:55:56Z,US,DC,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior Director,Masters or Equivalent,None,NA,,215000,,,,0,,,,,NA,NA
2023-04-17T16:10:41Z,Us,Seattle,Pharmaceutical (including “big pharma”),Lyell immunopharma,Public,50-200,Senior Research Associate,Bachelors or Equivalent,None,Senior Research Associate ( equivalent to Sr Process Engineer) in Process Development.  developer cell therapy unit operations and support tech transfer to MFG.,,135000,,,,10000,,,,,10000,"Fairly disorganized, management not supportive of upward mobility.  Roughly 5 weeks PTO a year but fairly limited benefits, salary is higher than I’ve seen at other companies."
2023-05-06T00:26:16Z,US,Bay Area,Pharmaceutical (including “big pharma”),Abbvie,Public,5000+,Sr Scientist I,PhD or Equivalent,None,NA,,1350000,,,,NA,,,,,NA,NA
2023-06-10T19:32:57Z,US,Boston,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Associate research fellow,PhD or Equivalent,None,Manage a development team of 8,,187500,,,,NA,,,,,NA,NA
2023-06-12T00:47:08Z,US,NYC,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,VP Regulatory,Bachelors or Equivalent,None,head of regulatory affairs,,350000,,,,200000,,,,,NA,NA
2023-06-21T14:21:59Z,US,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Senior Associate Scientist,Masters or Equivalent,None,NA,,85000,,,,NA,,,,,NA,NA
2023-07-22T10:22:39Z,US,NJ,Pharmaceutical (including “big pharma”),J&J,Public,5000+,Senior Director,PhD or Equivalent,None,NA,,275000,,,,NA,,,,,NA,NA
2023-08-01T12:47:51Z,US,Boston,Pharmaceutical (including “big pharma”),Takeda,Public,5000+,Research Associate Scientist,Masters or Equivalent,None,NA,,110000,,,,NA,,,,,NA,NA
2023-08-03T11:43:18Z,US,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Engineer I,Bachelors or Equivalent,None,NA,,82000,,,,0,,,,,NA,NA
2023-08-04T00:07:05Z,US,Denver,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Protocol Specialist,Bachelors or Equivalent,None,"Develop clinical trial protocols, provide regulatory support for IRB submissions",,125000,,,,0,,,,,NA,NA
2023-08-31T15:04:08Z,US,NJ,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Senior Director,Bachelors or Equivalent,None,Marketing,,260000,,,,0,,,,,NA,NA
2023-09-14T11:18:42Z,US,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Sr. Engineer III,PhD or Equivalent,None,CMC - Drug Product,,165000,,,,NA,,,,,NA,NA
2023-09-25T17:17:36Z,US,Research Triangle,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Associate Director,Bachelors or Equivalent,None,Facilities & Engineering but really Operations. Manage 3 people..,,160000,,,,28000,,,,,NA,NA
2023-10-06T19:12:35Z,US,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Scientist II,PhD or Equivalent,None,NA,,137000,,,,0,,,,,NA,NA
2023-10-19T17:41:37Z,US,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Director regulatory,Masters or Equivalent,None,NA,,212000,,,,NA,,,,,NA,NA
2023-10-20T00:06:09Z,US,St. Louis,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Scientist,Bachelors or Equivalent,None,Analytical chemist reg tox thru BLA mostly nonGMP,,98000,,,,NA,,,,,NA,NA
2023-10-20T02:56:09Z,US,New Jersey,Pharmaceutical (including “big pharma”),Bristol Myers Squibb,Public,5000+,Senior associate scientist,Bachelors or Equivalent,None,Senior associate scientist - clinical manufacturing downstream operations,,97000,,,,0,,,,,NA,NA
2023-10-26T06:29:33Z,US,Research Triangle,Pharmaceutical (including “big pharma”),Viatris (Mylan),Public,5000+,Validation and Compliance Associate,Bachelors or Equivalent,None,NA,,55000,,,,5000,,,,,NA,NA
2023-10-27T15:47:33Z,US,NY Metro,Pharmaceutical (including “big pharma”),Merck,Public,5000+,"Assoc. Dir, FP&A",Masters or Equivalent,CPA,Expense lead for marketing operations,,147240,,,,NA,,,,,NA,"No real complaints, other than bad RTO execution and expectations"
2023-11-08T14:05:15Z,US,Bay Area,Pharmaceutical (including “big pharma”),Genentech/Roche,Public,5000+,Senior Principal Scienist,M.D./PharmD/D.D.S. or Equivalent,None,Clinical Pharmacology,,256000,,,,70000,,,,,NA,Great company to work for. Really happy here.
2023-11-14T11:29:25Z,US,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Associate Director,Masters or Equivalent,None,"Associate Director, 5 direct reports total team size 12",,140000,,,,0,,,,,0,X
2023-11-14T22:19:10Z,US,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,EHS Specialist,Bachelors or Equivalent,None,R&D EHS,,120000,,,,7000,,,,,NA,NA
2023-03-29T01:16:54Z,USA,Boston,Pharmaceutical (including “big pharma”),Sanofi,Public,5000+,Senior Research Associate,Bachelors or Equivalent,None,NA,,95000,,,,15000,,,,,NA,NA
2023-03-29T01:02:04Z,USA,"Washington, DC",Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Clinical Research Manager,PhD or Equivalent,None,Clinical development,,115000,,,,NA,,,,,NA,NA
2023-03-29T00:41:11Z,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Research Scientist,PhD or Equivalent,None,NA,,175000,,,,NA,,,,,NA,NA
2023-03-29T02:18:59Z,USA,Los Angeles,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Senior Manager,Masters or Equivalent,None,Senior Manager of Quality and Regulatory Compliance - Evaluate risk assessments to the company's business and initiate change control,,170000,,,,5000,,,,,NA,NA
2023-03-29T03:01:07Z,USA,Los Angeles,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Research Associate,Bachelors or Equivalent,None,Conduct pre-clinical studies invitro and invivo models.,,75000,,,,0,,,,,NA,NA
2023-03-29T04:41:41Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Sr. Scientist,PhD or Equivalent,None,"Drug discovery PTL, manage 1 associate",,137000,,,,5000,,,,,NA,NA
2023-03-29T05:36:34Z,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,200-1000,Sr. Scientist II - Computational Biology and Machine Learning,PhD or Equivalent,None,"Analyze data, build predictive models, create automated processing pipelines",,208000,,,,10000,,,,,NA,"Good progress, fast growing, but often bites off more than it can chew and leaves employees stretched."
2023-03-29T07:13:16Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Sr Associate Scientist,Bachelors or Equivalent,None,NA,,113000,,,,5000,,,,,NA,NA
2023-03-29T07:43:37Z,USA,Boston,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Sr. Scientist,PhD or Equivalent,None,Sr. Scientist - R&D Discovery Biology,,120000,,,,0,,,,,NA,NA
2023-03-29T09:05:46Z,USA,Boston,Pharmaceutical (including “big pharma”),Thermo Fisher Scientific,Public,5000+,"Manager, Program Management",Bachelors or Equivalent,None,"Manager, Program Management - Manage client-facing program managers for cell & gene therapy CMO",,133500,,,,0,,,,,10000,NA
2023-03-29T09:35:21Z,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior Director,Masters or Equivalent,None,Regulatory Affairs,,275000,,,,35000,,,,,NA,NA
2023-03-29T09:38:29Z,Usa,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,SRA,Bachelors or Equivalent,None,NA,,85000,,,,NA,,,,,NA,NA
2023-03-29T10:34:57Z,USA,Bay Area,Pharmaceutical (including “big pharma”),Genentech,Public,5000+,ORDP,Bachelors or Equivalent,None,NA,,91000,,,,12000,,,,,NA,NA
2023-03-29T10:37:35Z,USA,Chicago,Pharmaceutical (including “big pharma”),AbbVie,Public,5000+,Senior Scientist I,PhD or Equivalent,None,NA,,119000,,,,20000,,,,,15000,NA
2023-03-29T11:18:58Z,USA,Alachua,Pharmaceutical (including “big pharma”),Lacerta Therapeutics,Start-up,50-200,Scientist II,PhD or Equivalent,None,NA,,70000,,,,NA,,,,,NA,NA
2023-03-29T11:24:44Z,USA,Seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Scientist 1,PhD or Equivalent,None,Process Development,,115000,,,,7500,,,,,NA,NA
2023-03-29T11:29:48Z,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,200-1000,Senior Scientist I,Bachelors or Equivalent,None,Preclinical development. No direct reports.,,145600,,,,NA,,,,,NA,NA
2023-03-29T13:01:16Z,USA,Bay Area,Pharmaceutical (including “big pharma”),Big pharma,Subsidiary,200-1000,Sr Principal Scientist,Bachelors or Equivalent,None,NA,,150000,,,,25000,,,,,NA,NA
2023-03-29T13:06:28Z,USA,Research Triangle,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Director,Bachelors or Equivalent,None,NA,,206000,,,,NA,,,,,NA,NA
2023-03-29T14:06:48Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Sr. RA,Bachelors or Equivalent,None,Analytical Development/Molecular Bio. optimizing assays and performing in-house sequencing services for my department and other R&D teams,,86320,,,,0,,,,,NA,It's pretty normal start up vibes. Sometimes stressful but not too bad. There was a lay off before I statre that did drastically reduce the size of r&d and shifted the culture
2023-03-29T15:32:27Z,USA,Seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Associate Director of Manufacturing,Bachelors or Equivalent,None,Manage External GMP Manufacturing vendors (antibody and drug product),,206000,,,,NA,,,,,NA,NA
2023-03-29T15:42:25Z,USA,New Jersey,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Principal Scientist,PhD or Equivalent,None,Manage 3-4 junior scientists,,154000,,,,10000,,,,,NA,NA
2023-03-29T20:56:51Z,USA,Boston,Pharmaceutical (including “big pharma”),Takeda,Public,5000+,Associate Director,Bachelors or Equivalent,None,Regulatory Operations,,180000,,,,NA,,,,,NA,Love working here. good work life balance. company cares about its employees
2023-03-29T23:50:22Z,USA,Seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Director,PhD or Equivalent,None,Technical Operations,,210000,,,,50000,,,,,50000,NA
2023-03-30T01:08:38Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Principal Scientist,PhD or Equivalent,None,"Do a mix of bioinformatics, assay development, and managing screening efforts. Manage 2 junior scientists.",,151000,,,,2000,,,,,4000,"Decent company. Not perfect, but could be far worse. Pay is a little below competitors, but reasonable overall."
2023-03-30T09:20:03Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Principal Scientist III,PhD or Equivalent,None,"Assay development, Clinical trial support",,200000,,,,0,,,,,0,"Wonderful culture, but frustration on lower level lab heads regarding operational support"
2023-03-30T20:41:19Z,USA,Indianapolis,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Post-doctoral Scientist,PhD or Equivalent,None,NA,,84000,,,,NA,,,,,10000,NA
2023-03-30T21:26:26Z,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Research Associate II,Bachelors or Equivalent,None,NA,,95000,,,,NA,,,,,NA,NA
2023-03-30T23:48:09Z,USA,Southeast,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Scientist,PhD or Equivalent,None,"Medicinal Chemistry, No Direct Reports",,104000,,,,NA,,,,,18000,NA
2023-03-31T20:12:28Z,USA,NYC,Pharmaceutical (including “big pharma”),Regeneron,Public,5000+,Senior Manager,PhD or Equivalent,None,Competitive intelligence and business development,,175000,,,,25000,,,,,NA,Very positive so far
2023-04-01T01:27:22Z,USA,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Research Associate II,Bachelors or Equivalent,None,NA,,63000,,,,0,,,,,0,NA
2023-04-01T16:10:45Z,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Research Associate II,Bachelors or Equivalent,None,NA,,90640,,,,NA,,,,,NA,NA
2023-04-02T01:00:45Z,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Sr Director,PhD or Equivalent,None,NA,,250000,,,,NA,,,,,NA,NA
2023-04-03T02:46:36Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,"Manager, R&D Operations",Masters or Equivalent,None,"Research and Development cross-functional supporting multiple programs, aligning budget, timelines, and deliverables.",,153920,,,,10000,,,,,NA,NA
2023-04-03T11:01:04Z,USA,Boston,Pharmaceutical (including “big pharma”),Scorpion Therapeutics,Private,50-200,Senior Scientist I,PhD or Equivalent,None,NA,,150000,,,,15000,,,,,NA,NA
2023-04-03T11:13:21Z,USA,Los Angeles,Pharmaceutical (including “big pharma”),Gilead (Kite Pharma),Public,5000+,Quality Engineer III,PhD or Equivalent,None,NA,,112000,,,,0,,,,,0,"My individual role has some issues, but I like the overall company."
2023-04-03T20:16:02Z,USA,Denver,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Principal Scientist,PhD or Equivalent,None,Discovery R&D,,138000,,,,NA,,,,,NA,NA
2023-04-03T20:48:00Z,USA,Philadelphia,Pharmaceutical (including “big pharma”),J&J,Public,5000+,Scientist,PhD or Equivalent,None,NA,,130000,,,,10000,,,,,5000,NA
2023-04-04T21:24:45Z,USA,Boston,Pharmaceutical (including “big pharma”),Novartis,Public,5000+,Research Scientist II,Masters or Equivalent,None,NA,,99750,,,,15000,,,,,NA,NA
2023-04-10T20:24:29Z,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Research Associate II,Bachelors or Equivalent,None,"Assist in lab work, study/project planning, data analysis, data communication",,105000,,,,5000,,,,,NA,"I love love love my job. Mostly due to the freedom and responsibility I am given by my manager, whom I followed from my previous lab one year after they left. Its all about the people you directly work with"
2023-04-12T13:56:31Z,Usa,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,"Scientist, PD",Masters or Equivalent,None,Downstream pd,,107000,,,,4000,,,,,NA,NA
2023-04-15T00:13:47Z,USA,Seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Sr Computational Biologist,PhD or Equivalent,None,Research computational experimental design and data analysis methods for new therapeutic products. Develop methods into regulated clinical lab workflows with software. Manage 1-3 post-PhD individual contributors. Present to internal and external stakeholders. Coordinate across teams for projects.,,149000,,,,5000,,,,,20000,"Good work culture at the level below my VP, but senior executives are disorganized and disconnected from employees, so employees generally have low confidence in them. Day to day experience at the company is good, but long term survival of the company is unclear. We also have a discretionary vacation policy and generally good boundaries about not working past 5pm or during weekends/holidays. The company is still small/young enough that it’s possible to move up relatively fast if you’re motivated and effective and can find a path to getting results in a somewhat disorganized environment."
2023-04-17T19:41:17Z,USA,"Rockville, MD",Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Scientist,PhD or Equivalent,None,Senior Scientist,,110000,,,,2000,,,,,NA,Okay'ish. Hard to predict whats going on.
2023-04-19T12:54:46Z,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Director,Bachelors or Equivalent,None,Manage MSAT Engineers,,245000,,,,NA,,,,,17500,NA
2023-04-25T09:07:13Z,USA,Los Angeles,Pharmaceutical (including “big pharma”),Prefer not to say,Private,5000+,Senior Associate,Masters or Equivalent,None,NA,,95000,,,,10000,,,,,NA,NA
2023-05-10T15:17:57Z,USA,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,Research Associate 2,Bachelors or Equivalent,None,Research Associate 2 Oligosynthesis chemist and some organic synthesis,,80000,,,,NA,,,,,5000,"Fantastic company. Incredible working environment, amazing culture and treated well by managers."
2023-05-12T23:33:27Z,USA,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,M1,Bachelors or Equivalent,None,NA,,100000,,,,0,,,,,NA,NA
2023-05-18T15:16:32Z,USA,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Government,1-50,Scientific Project Manager,Masters or Equivalent,PMP,manage multiple projects within biopharma supporting consortia collaboration and technology advances.,,90000,,,,0,,,,,0,na
2023-05-21T21:55:35Z,USA,Boston,Pharmaceutical (including “big pharma”),Catalent,Public,5000+,Manufacturing Tech II,Bachelors or Equivalent,None,NA,,61900,,,,NA,,,,,NA,"Good for experience if starting career. Management is a mess, but they’ll treat you nice if they like you, at least in MFG."
2023-05-28T15:21:37Z,USA,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Sr. Scientist,Bachelors or Equivalent,None,R&D,,135000,,,,15000,,,,,NA,NA
2023-06-03T01:05:41Z,USA,Bay area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Sr Scientist 2 (AD equivalent),PhD or Equivalent,None,CMC technical development,,176800,,,,10000,,,,,NA,NA
2023-06-07T17:02:56Z,usa,seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,research associate I,Bachelors or Equivalent,None,in vivo and histology work,,66000,,,,NA,,,,,5000,NA
2023-06-08T08:16:34Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Associate Director,PhD or Equivalent,None,individual contributor in data sciences for clinical development. No direct reports,,191000,,,,5000,,,,,NA,NA
2023-06-12T11:29:31Z,USA,Bay Area,Pharmaceutical (including “big pharma”),Cell and Gene Therapy Clinical Phase Startup,Public,50-200,"Associate Director, Supply Chain",Bachelors or Equivalent,None,Supply Chain is a non-scientist role under Technical Operations.,,208000,,,,17500,,,,,NA,NA
2023-06-13T23:20:14Z,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Senior Research Associate,Bachelors or Equivalent,None,Protein Science - Expression and Purification,,110000,,,,NA,,,,,NA,NA
2023-06-14T01:07:28Z,Usa,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior scientist,PhD or Equivalent,None,Senior scientist- characterize bio therapeutics by mass spec. Manage collaborations and develop automation workflows.,,152000,,,,15000,,,,,25000,NA
2023-06-15T19:39:52Z,USA,Bay Area,Pharmaceutical (including “big pharma”),AbbVie,Public,NA,Associate Scientist I,Bachelors or Equivalent,None,NA,,82000,,,,5000,,,,,NA,NA
2023-06-17T19:56:05Z,USA,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Principal Scientist,PhD or Equivalent,None,NA,,167000,,,,NA,,,,,8000,NA
2023-06-23T00:48:43Z,USA,Bay area,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,"Manager, Analytical Development and QC",Bachelors or Equivalent,None,NA,,113000,,,,NA,,,,,NA,NA
2023-06-23T14:54:48Z,USA,RESEARCH TRIANGLE,Pharmaceutical (including “big pharma”),BIOGEN,Public,5000+,ASSOCIATE 2,Bachelors or Equivalent,None,QC ASSOCIATE 2,,68000,,,,0,,,,,NA,GOING THOUGH TOO MUCH CHANGES. NEW CEO.
2023-06-24T09:11:40Z,USA,NYC,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Associate Director - Marketing,Masters or Equivalent,None,NA,,170000,,,,NA,,,,,NA,NA
2023-06-27T01:20:59Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Lead Scientist,PhD or Equivalent,None,Data Science,,175000,,,,NA,,,,,NA,NA
2023-07-07T01:28:27Z,USA,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Subsidiary,50-200,Scientist II,PhD or Equivalent,None,NA,,141000,,,,NA,,,,,NA,NA
2023-07-07T01:39:13Z,USA,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Associate Scientist,Bachelors or Equivalent,None,NA,,85000,,,,NA,,,,,NA,NA
2023-07-08T09:46:03Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Scientist 1,PhD or Equivalent,None,NA,,123000,,,,0,,,,,70000,NA
2023-07-09T16:51:35Z,USA,Boston,Pharmaceutical (including “big pharma”),AstraZeneca,Public,5000+,Senior Scientist,Masters or Equivalent,None,NA,,160000,,,,0,,,,,NA,NA
2023-07-12T12:26:18Z,USA,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Clinical Specialist,Bachelors or Equivalent,None,Process improvement and inspection readiness,,100000,,,,NA,,,,,NA,NA
2023-07-13T02:53:04Z,usa,bay area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Associate Scientist,Bachelors or Equivalent,None,"Associate Scientist - biophysics, structural bio, protein science. individual contributer, research/discovery focused some development",,113000,,,,NA,,,,,NA,NA
2023-07-15T22:08:48Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Pharmacovigilance Operations Manager,Bachelors or Equivalent,None,NA,,165,,,,NA,,,,,NA,NA
2023-07-16T18:15:04Z,USA,Boston,Pharmaceutical (including “big pharma”),BMS,Public,5000+,QC Analyst,Bachelors or Equivalent,None,"Environmental monitoring, microbial identification, cell therapy, GMP",,72800,,,,NA,,,,,NA,NA
2023-07-17T00:03:13Z,USA,Boston,Pharmaceutical (including “big pharma”),Lyndra Therapeutics,Start-up,50-200,Scientist I,PhD or Equivalent,None,R&D,,105000,,,,NA,,,,,NA,"struggling a lot, avoid avoid avoid"
2023-07-21T14:55:21Z,USA,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Associate Scientist,Masters or Equivalent,None,"molecular cloning, assay development",,89000,,,,0,,,,,NA,NA
2023-07-21T17:47:08Z,USA,Boston,Pharmaceutical (including “big pharma”),Vertex Pharmaceuticals,Public,1000-5000,Computational Biology Intern,PhD or Equivalent,None,NA,,104000,,,,NA,,,,,5000,9/10
2023-07-21T21:56:41Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1-50,CQV Consultant,Masters or Equivalent,None,Validation Engineering consultant(engineering firm)at a start up. Apply validation plan to assets and qualify,,130000,,,,0,,,,,0,10/10 very small eng firm and small start up both great culture
2023-07-22T11:28:30Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior Compliance Specialist,Masters or Equivalent,None,NA,,100000,,,,NA,,,,,NA,NA
2023-07-25T01:32:30Z,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Research Associate II,Bachelors or Equivalent,None,NA,,90000,,,,NA,,,,,NA,NA
2023-07-28T13:45:38Z,USA,Bay Area,Pharmaceutical (including “big pharma”),Joinn Biologics,Private,50-200,Sr. Scientist,Masters or Equivalent,None,NA,,12700,,,,0,,,,,0,"3.5, Senior management plays favorites"
2023-07-30T07:37:40Z,usa,boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Senior Scientist,PhD or Equivalent,None,Sr. Scientist - Oversee small R&D team for construct optimization,,168000,,,,0,,,,,0,NA
2023-07-31T14:55:50Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Sr. Clinical Trial Associate,Masters or Equivalent,None,NA,,118000,,,,0,,,,,6000,NA
2023-08-01T05:45:10Z,USA,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1000-5000,Scientist 1,Masters or Equivalent,None,NA,,88000,,,,1000,,,,,NA,NA
2023-08-01T19:27:29Z,USA,New York City,Pharmaceutical (including “big pharma”),Pfizer,Public,5000+,Scientist,Bachelors or Equivalent,None,"Two promotions above entry level ""associate scientist"" here",,97000,,,,5000,,,,,NA,Pearl River Site probably the worst site lol
2023-08-03T15:49:33Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1000-5000,Manager,Masters or Equivalent,PMP,Project manager specializing in mRNA/LNP therapeutics at CRO. Manage 2 junior scientists and lead team of 7.,,125000,,,,0,,,,,NA,NA
2023-08-04T13:46:54Z,USA,Boston/Cambridge,Pharmaceutical (including “big pharma”),Merck,Public,5000+,Scientist,Masters or Equivalent,None,NA,,100000,,,,5000,,,,,NA,NA
2023-08-06T09:52:17Z,USA,"Columbus, OH",Pharmaceutical (including “big pharma”),Andelyn Biosciences,Start-up,200-1000,Scientist I,Bachelors or Equivalent,None,NA,,63000,,,,NA,,,,,NA,"Trying to grow too fast causing major growing pains, leadership is cliquey and disrespectful of those below them, no real training program, high turnover.... but salaries are competitive"
2023-08-10T15:32:57Z,USA,Bay area,Pharmaceutical (including “big pharma”),Alkahest,Private,50-200,Scientist II,PhD or Equivalent,None,NA,,149000,,,,10000,,,,,5000,"Decent place to work but after acquisition by grifols is less great, no longer a small start up vibe and much more bureaucracy"
2023-08-10T15:39:38Z,USA,Boston,Pharmaceutical (including “big pharma”),Cambrex,Private,1000-5000,Microbiology Analyst,Bachelors or Equivalent,None,NA,,39520,,,,NA,,,,,NA,NA
2023-08-12T20:20:45Z,USA,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Senior Manager,Bachelors or Equivalent,None,"Sr. Manager, MST. Tech transfer and process development. No direct reports.",,155000,,,,5000,,,,,NA,"Very positive. Company values employees highly with very generous benefits package, hybrid WFH policy, transparency from leadership, collaborative work environment."
